Query_ID,Student_Query,Department,Days_To_Deadline,Priority_Label
3475,"Hi, Wifi has been down for three days and I have an online exam",Examination Cell,44,High
3419,What are the library working hours,Library,60,Low
4468,"Respected sir, What documents are needed for hostel allotment",Hostel Office,34,Low
3357,"Respected sir, When will the exam timetable be released",Examination Cell,42,Medium
2437,"Respected sir, My fee receipt was not generated after payment",Finance Office,52,Medium
4046,"Hello, My scholarship amount has not been credited and fee deadline is near",Finance Office,56,High
3442,What documents are needed for hostel allotment,Hostel Office,22,Low
1844,"Sir/Madam, My fee receipt was not generated after payment",Finance Office,49,Medium
581,Library fine needs to be cleared please advise,Library,38,Medium
1884,"Sir/Madam, How do I apply for an internship through placement cell",Placement Cell,50,Low
5815,"Respected sir, My exam form submission is failing and the deadline is today",Examination Cell,22,High
2697,"Sir/Madam, My fee receipt was not generated after payment",Finance Office,19,Medium
514,"Hi, I need a bonafide certificate from the admission office",Admission Cell,40,Medium
2762,"Respected sir, My exam form submission is failing and the deadline is today",Examination Cell,29,High
2011,"Hello, Admit card has wrong details and exam is in two days",Examination Cell,53,High
5396,"Hi, Placement registration form is not opening properly",Placement Cell,19,Medium
2095,"Respected sir, Placement registration form is not opening properly",Placement Cell,25,Medium
5451,"Hello, What documents are needed for hostel allotment",Hostel Office,24,Low
160,"Respected sir, Placement registration form is not opening properly",Placement Cell,45,Medium
5953,"Hi, How to join student clubs at the university",Administration,24,Low
4462,"Respected sir, General query about elective subject options",Administration,17,Low
5352,"Sir/Madam, What is the procedure for a transcript request",Administration,51,Low
5791,"Hello, General query about elective subject options",Administration,44,Low
5653,Where can I find old question papers,Administration,39,Low
155,"Respected sir, When will the exam timetable be released",Examination Cell,6,Medium
2094,"Respected sir, What is the procedure for a transcript request",Administration,2,Low
5007,"Hi, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,54,High
2622,"Hello, General query about elective subject options",Administration,16,Low
4369,"Sir/Madam, I am locked out of the portal and need to pay fee before deadline",Finance Office,25,High
2658,"Respected sir, What are the library working hours",Library,59,Low
1080,I need my admission confirmed urgently before the cutoff today,Admission Cell,22,High
3479,How do I apply for an internship through placement cell,Placement Cell,28,Low
5261,"Sir/Madam, My scholarship amount has not been credited and fee deadline is near",Finance Office,4,High
5655,"Hello, I need my admission confirmed urgently before the cutoff today",Admission Cell,47,High
1599,"Sir/Madam, How do I apply for an internship through placement cell",Placement Cell,16,Low
4129,"Sir/Madam, How to join student clubs at the university",Administration,3,Low
4078,"Respected sir, How to join student clubs at the university",Administration,4,Low
242,"Sir/Madam, What is the procedure for a transcript request",Administration,6,Low
3251,"Respected sir, General query about elective subject options",Administration,9,Low
1077,"Respected sir, How can I update my contact details in the portal",IT Support,7,Low
4511,How can I update my contact details in the portal,IT Support,5,Low
461,Wifi has been down for three days and I have an online exam,Examination Cell,26,High
3675,"Sir/Madam, Admit card has wrong details and exam is in two days",Examination Cell,42,High
1054,"Sir/Madam, Emergency hostel issue water leakage in my room right now",Hostel Office,14,High
2176,"Hi, Wifi has been down for three days and I have an online exam",Examination Cell,39,High
1317,Where can I find old question papers,Administration,11,Low
3320,"Hello, My exam form submission is failing and the deadline is today",Examination Cell,50,High
2737,"Respected sir, Where can I find old question papers",Administration,9,Low
8,What documents are needed for hostel allotment,Hostel Office,49,Low
5274,"Respected sir, Library fine needs to be cleared please advise",Library,1,Medium
2075,"Sir/Madam, I need a bonafide certificate from the admission office",Admission Cell,3,Medium
1019,"Sir/Madam, I am locked out of the portal and need to pay fee before deadline",Finance Office,31,High
5042,"Hello, What are the library working hours",Library,4,Low
1132,"Hi, I need my admission confirmed urgently before the cutoff today",Admission Cell,39,High
5604,"Hi, How can I update my contact details in the portal",IT Support,60,Low
1321,"Hi, I want to know the scholarship application status",Finance Office,54,Medium
1591,"Hello, What documents are needed for hostel allotment",Hostel Office,32,Low
2917,Where can I find old question papers,Administration,39,Low
3162,Urgent I cannot download my hall ticket exam is tomorrow,Examination Cell,20,High
1432,"Hi, Placement registration form is not opening properly",Placement Cell,12,Medium
1157,"Respected sir, How do I reset my university portal password",IT Support,50,Medium
1705,"Sir/Madam, I need my admission confirmed urgently before the cutoff today",Admission Cell,46,High
4633,"Hi, I need my admission confirmed urgently before the cutoff today",Admission Cell,60,High
4768,Urgent I cannot download my hall ticket exam is tomorrow,Examination Cell,31,High
3382,How do I reset my university portal password,IT Support,36,Medium
3759,"Hi, How do I apply for an internship through placement cell",Placement Cell,31,Low
3470,"Hello, Admit card has wrong details and exam is in two days",Examination Cell,30,High
115,"Hello, When will the exam timetable be released",Examination Cell,53,Medium
5555,What are the library working hours,Library,1,Low
4805,I want to know the scholarship application status,Finance Office,50,Medium
3969,"Sir/Madam, How can I update my contact details in the portal",IT Support,30,Low
501,"Respected sir, General query about elective subject options",Administration,28,Low
3380,"Respected sir, Hostel room change request for next semester",Hostel Office,14,Medium
319,Wifi has been down for three days and I have an online exam,Examination Cell,17,High
1332,When will the exam timetable be released,Examination Cell,45,Medium
4700,"Sir/Madam, What documents are needed for hostel allotment",Hostel Office,17,Low
1491,"Respected sir, Where can I find old question papers",Administration,51,Low
5752,What are the library working hours,Library,27,Low
2472,"Hi, Admit card has wrong details and exam is in two days",Examination Cell,43,High
387,How to join student clubs at the university,Administration,18,Low
2152,"Sir/Madam, When will the exam timetable be released",Examination Cell,57,Medium
866,"Hi, I want to know the scholarship application status",Finance Office,5,Medium
1276,"Hello, General query about elective subject options",Administration,28,Low
4088,"Respected sir, How to join student clubs at the university",Administration,57,Low
179,"Hello, Hostel room change request for next semester",Hostel Office,11,Medium
1395,"Sir/Madam, What documents are needed for hostel allotment",Hostel Office,15,Low
1641,"Hello, My scholarship amount has not been credited and fee deadline is near",Finance Office,37,High
722,"Respected sir, When will the exam timetable be released",Examination Cell,55,Medium
1380,"Hello, Emergency hostel issue water leakage in my room right now",Hostel Office,27,High
5610,"Respected sir, I need my admission confirmed urgently before the cutoff today",Admission Cell,42,High
3493,"Hi, Placement registration form is not opening properly",Placement Cell,2,Medium
1006,"Sir/Madam, I want to know the scholarship application status",Finance Office,11,Medium
586,"Sir/Madam, When will the exam timetable be released",Examination Cell,10,Medium
519,"Hello, I am locked out of the portal and need to pay fee before deadline",Finance Office,55,High
3353,"Respected sir, Wifi has been down for three days and I have an online exam",Examination Cell,37,High
3056,"Hi, Emergency hostel issue water leakage in my room right now",Hostel Office,27,High
3088,"Respected sir, My scholarship amount has not been credited and fee deadline is near",Finance Office,8,High
3987,"Respected sir, Placement registration form is not opening properly",Placement Cell,11,Medium
